,pclass,survived,gender,age,sibsp,parch,fare
159,1,1,female,16.0,0,1,57.98
160,1,1,female,44.0,0,1,57.98
161,1,1,female,51.0,1,0,77.96
162,1,0,male,42.0,1,0,52.0
163,1,1,female,35.0,1,0,52.0
164,1,1,male,35.0,0,0,26.55
165,1,1,male,38.0,1,0,90.0
166,1,0,male,29.8811345124283,0,0,30.7
167,1,1,female,35.0,1,0,90.0
168,1,1,female,38.0,0,0,80.0
169,1,0,female,50.0,0,0,28.71
170,1,1,male,49.0,0,0,0.0
171,1,0,male,46.0,0,0,26.0
172,1,0,male,50.0,0,0,26.0
173,1,0,male,32.5,0,0,211.5
174,1,0,male,58.0,0,0,29.7
175,1,0,male,41.0,1,0,51.86
176,1,1,female,29.8811345124283,1,0,51.86
177,1,1,male,42.0,1,0,52.55
178,1,1,female,45.0,1,0,52.55
179,1,0,male,29.8811345124283,0,0,26.55
180,1,1,female,39.0,0,0,211.34
181,1,1,female,49.0,0,0,25.93
182,1,1,female,30.0,0,0,106.43
183,1,1,male,35.0,0,0,512.33
184,1,0,male,29.8811345124283,0,0,27.72
185,1,0,male,42.0,0,0,26.55
186,1,1,female,55.0,0,0,27.72
187,1,1,female,16.0,0,1,39.4
188,1,1,female,51.0,0,1,39.4
189,1,0,male,29.0,0,0,30.0
190,1,1,female,21.0,0,0,77.96
191,1,0,male,30.0,0,0,45.5
192,1,1,female,58.0,0,0,146.52
193,1,1,female,15.0,0,1,211.34
194,1,0,male,30.0,0,0,26.0
195,1,1,female,16.0,0,0,86.5
196,1,1,male,29.8811345124283,0,0,29.7
197,1,0,male,19.0,1,0,53.1
198,1,1,female,18.0,1,0,53.1
199,1,1,female,24.0,0,0,49.5
200,1,0,male,46.0,0,0,75.24
201,1,0,male,54.0,0,0,51.86
202,1,1,male,36.0,0,0,26.29
203,1,0,male,28.0,1,0,82.17
204,1,1,female,29.8811345124283,1,0,82.17
205,1,0,male,65.0,0,0,26.55
206,1,0,male,44.0,2,0,90.0
207,1,1,female,33.0,1,0,90.0
208,1,1,female,37.0,1,0,90.0
209,1,1,male,30.0,1,0,57.75
210,1,0,male,55.0,0,0,30.5
211,1,0,male,47.0,0,0,42.4
212,1,0,male,37.0,0,1,29.7
213,1,1,female,31.0,1,0,113.28
214,1,1,female,23.0,1,0,113.28
215,1,0,male,58.0,0,2,113.28
216,1,1,female,19.0,0,2,26.28
217,1,0,male,64.0,0,0,26.0
218,1,1,female,39.0,0,0,108.9
219,1,1,male,29.8811345124283,0,0,25.74
220,1,1,female,22.0,0,1,61.98
221,1,0,male,65.0,0,1,61.98
222,1,0,male,28.5,0,0,27.72
223,1,0,male,29.8811345124283,0,0,0.0
224,1,0,male,45.5,0,0,28.5
225,1,0,male,23.0,0,0,93.5
226,1,0,male,29.0,1,0,66.6
227,1,1,female,22.0,1,0,66.6
228,1,0,male,18.0,1,0,108.9
229,1,1,female,17.0,1,0,108.9
230,1,1,female,30.0,0,0,93.5
231,1,1,male,52.0,0,0,30.5
232,1,0,male,47.0,0,0,52.0
233,1,1,female,56.0,0,1,83.16
234,1,0,male,38.0,0,0,0.0
235,1,1,male,29.8811345124283,0,0,39.6
236,1,0,male,22.0,0,0,135.63
237,1,0,male,29.8811345124283,0,0,227.53
238,1,1,female,43.0,0,1,211.34
239,1,0,male,31.0,0,0,50.5
240,1,1,male,45.0,0,0,26.55
241,1,0,male,29.8811345124283,0,0,50.0
242,1,1,female,33.0,0,0,27.72
243,1,0,male,46.0,0,0,79.2
244,1,0,male,36.0,0,0,40.13
245,1,1,female,33.0,0,0,86.5
246,1,0,male,55.0,1,0,59.4
247,1,1,female,54.0,1,0,59.4
248,1,0,male,33.0,0,0,26.55
249,1,1,male,13.0,2,2,262.38
250,1,1,female,18.0,2,2,262.38
251,1,1,female,21.0,2,2,262.38
252,1,0,male,61.0,1,3,262.38
253,1,1,female,48.0,1,3,262.38
254,1,1,male,29.8811345124283,0,0,30.5
255,1,1,female,24.0,0,0,69.3
256,1,1,male,29.8811345124283,0,0,26.0
257,1,1,female,35.0,1,0,57.75
258,1,1,female,30.0,0,0,31.0
259,1,1,male,34.0,0,0,26.55
260,1,1,female,40.0,0,0,153.46
261,1,1,male,35.0,0,0,26.29
262,1,0,male,50.0,1,0,55.9
263,1,1,female,39.0,1,0,55.9
264,1,1,male,56.0,0,0,35.5
265,1,1,male,28.0,0,0,35.5
266,1,0,male,56.0,0,0,26.55
267,1,0,male,56.0,0,0,30.7
268,1,0,male,24.0,1,0,60.0
269,1,0,male,29.8811345124283,0,0,26.0
270,1,1,female,18.0,1,0,60.0
271,1,1,male,24.0,1,0,82.27
272,1,1,female,23.0,1,0,82.27
273,1,1,male,6.0,0,2,134.5
274,1,1,male,45.0,1,1,134.5
275,1,1,female,40.0,1,1,134.5
276,1,0,male,57.0,1,0,146.52
277,1,1,female,29.8811345124283,1,0,146.52
278,1,1,male,32.0,0,0,30.5
279,1,0,male,62.0,0,0,26.55
280,1,1,male,54.0,1,0,55.44
281,1,1,female,43.0,1,0,55.44
282,1,1,female,52.0,1,0,78.27
283,1,0,male,29.8811345124283,0,0,27.72
284,1,1,female,62.0,0,0,80.0
285,1,0,male,67.0,1,0,221.78
286,1,0,female,63.0,1,0,221.78
287,1,0,male,61.0,0,0,32.32
288,1,1,female,48.0,0,0,25.93
289,1,1,female,18.0,0,2,79.65
290,1,0,male,52.0,1,1,79.65
291,1,1,female,39.0,1,1,79.65
292,1,1,male,48.0,1,0,52.0
293,1,1,female,29.8811345124283,1,0,52.0
294,1,0,male,49.0,1,1,110.88
295,1,1,male,17.0,0,2,110.88
296,1,1,female,39.0,1,1,110.88
297,1,1,female,29.8811345124283,0,0,79.2
298,1,1,male,31.0,0,0,28.54
299,1,0,male,40.0,0,0,27.72
300,1,0,male,61.0,0,0,33.5
301,1,0,male,47.0,0,0,34.02
302,1,1,female,35.0,0,0,512.33
303,1,0,male,64.0,1,0,75.25
304,1,1,female,60.0,1,0,75.25
305,1,0,male,60.0,0,0,26.55
306,1,0,male,54.0,0,1,77.29
307,1,0,male,21.0,0,1,77.29
308,1,1,female,55.0,0,0,135.63
309,1,1,female,31.0,0,2,164.87
310,1,0,male,57.0,1,1,164.87
311,1,1,female,45.0,1,1,164.87
312,1,0,male,50.0,1,1,211.5
313,1,0,male,27.0,0,2,211.5
314,1,1,female,50.0,1,1,211.5
315,1,1,female,21.0,0,0,26.55
316,1,0,male,51.0,0,1,61.38
317,1,1,male,21.0,0,1,61.38
318,1,0,male,29.8811345124283,0,0,35.0
319,1,1,female,31.0,0,0,134.5
320,1,1,male,29.8811345124283,0,0,35.5
321,1,0,male,62.0,0,0,26.55
322,1,1,female,36.0,0,0,135.63
323,2,0,male,30.0,1,0,24.0
324,2,1,female,28.0,1,0,24.0
325,2,0,male,30.0,0,0,13.0
326,2,0,male,18.0,0,0,11.5
327,2,0,male,25.0,0,0,10.5
328,2,0,male,34.0,1,0,26.0
329,2,1,female,36.0,1,0,26.0
330,2,0,male,57.0,0,0,13.0
331,2,0,male,18.0,0,0,11.5
332,2,0,male,23.0,0,0,10.5
333,2,1,female,36.0,0,0,13.0
334,2,0,male,28.0,0,0,10.5
335,2,0,male,51.0,0,0,12.53
336,2,1,male,32.0,1,0,26.0
337,2,1,female,19.0,1,0,26.0
338,2,0,male,28.0,0,0,26.0
339,2,1,male,1.0,2,1,39.0
340,2,1,female,4.0,2,1,39.0
341,2,1,female,12.0,2,1,39.0
342,2,1,female,36.0,0,3,39.0
343,2,1,male,34.0,0,0,13.0
344,2,1,female,19.0,0,0,13.0
345,2,0,male,23.0,0,0,13.0
346,2,0,male,26.0,0,0,13.0
347,2,0,male,42.0,0,0,13.0
348,2,0,male,27.0,0,0,13.0
349,2,1,female,24.0,0,0,13.0
350,2,1,female,15.0,0,2,39.0
351,2,0,male,60.0,1,1,39.0
352,2,1,female,40.0,1,1,39.0
353,2,1,female,20.0,1,0,26.0
354,2,0,male,25.0,1,0,26.0
355,2,1,female,36.0,0,0,13.0
356,2,0,male,25.0,0,0,13.0
357,2,0,male,42.0,0,0,13.0
358,2,1,female,42.0,0,0,13.0
359,2,1,male,0.8333,0,2,29.0
360,2,1,male,26.0,1,1,29.0
361,2,1,female,22.0,1,1,29.0
362,2,1,female,35.0,0,0,21.0
363,2,0,male,29.8811345124283,0,0,0.0
364,2,0,male,19.0,0,0,13.0
365,2,0,female,44.0,1,0,26.0
366,2,0,male,54.0,1,0,26.0
367,2,0,male,52.0,0,0,13.5
368,2,0,male,37.0,1,0,26.0
369,2,0,female,29.0,1,0,26.0
370,2,1,female,25.0,1,1,30.0
371,2,1,female,45.0,0,2,30.0
372,2,0,male,29.0,1,0,26.0
373,2,1,female,28.0,1,0,26.0
374,2,0,male,29.0,0,0,10.5
375,2,0,male,28.0,0,0,13.0
376,2,1,male,24.0,0,0,10.5
377,2,1,female,8.0,0,2,26.25
378,2,0,male,31.0,1,1,26.25
379,2,1,female,31.0,1,1,26.25
380,2,1,female,22.0,0,0,10.5
381,2,0,female,30.0,0,0,13.0
382,2,0,female,29.8811345124283,0,0,21.0
383,2,0,male,21.0,0,0,11.5
384,2,0,male,29.8811345124283,0,0,0.0
385,2,1,male,8.0,1,1,36.75
386,2,0,male,18.0,0,0,73.5
387,2,1,female,48.0,0,2,36.75
388,2,1,female,28.0,0,0,13.0
389,2,0,male,32.0,0,0,13.0
390,2,0,male,17.0,0,0,73.5
391,2,0,male,29.0,1,0,27.72
392,2,1,female,24.0,1,0,27.72
393,2,0,male,25.0,0,0,31.5
394,2,0,male,18.0,0,0,73.5
395,2,1,female,18.0,0,1,23.0
396,2,1,female,34.0,0,1,23.0
397,2,0,male,54.0,0,0,26.0
398,2,1,male,8.0,0,2,32.5
399,2,0,male,42.0,1,1,32.5
400,2,1,female,34.0,1,1,32.5
401,2,1,female,27.0,1,0,13.86
402,2,1,female,30.0,1,0,13.86
403,2,0,male,23.0,0,0,13.0
404,2,0,male,21.0,0,0,13.0
405,2,0,male,18.0,0,0,13.0
406,2,0,male,40.0,1,0,26.0
407,2,1,female,29.0,1,0,26.0
408,2,0,male,18.0,0,0,10.5
409,2,0,male,36.0,0,0,13.0
410,2,0,male,29.8811345124283,0,0,0.0
411,2,0,female,38.0,0,0,13.0
412,2,0,male,35.0,0,0,26.0
413,2,0,male,38.0,1,0,21.0
414,2,0,male,34.0,1,0,21.0
415,2,1,female,34.0,0,0,13.0
416,2,0,male,16.0,0,0,26.0
417,2,0,male,26.0,0,0,10.5
418,2,0,male,47.0,0,0,10.5
419,2,0,male,21.0,1,0,11.5
420,2,0,male,21.0,1,0,11.5
421,2,0,male,24.0,0,0,13.5
422,2,0,male,24.0,0,0,13.0
423,2,0,male,34.0,0,0,13.0
424,2,0,male,30.0,0,0,13.0
425,2,0,male,52.0,0,0,13.0
426,2,0,male,30.0,0,0,13.0
427,2,1,male,0.6667,1,1,14.5
428,2,1,female,24.0,0,2,14.5
429,2,0,male,44.0,0,0,13.0
430,2,1,female,6.0,0,1,33.0
431,2,0,male,28.0,0,1,33.0
432,2,1,male,62.0,0,0,10.5
433,2,0,male,30.0,0,0,10.5
434,2,1,female,7.0,0,2,26.25
435,2,0,male,43.0,1,1,26.25
436,2,1,female,45.0,1,1,26.25
437,2,1,female,24.0,1,2,65.0
438,2,1,female,24.0,1,2,65.0
439,2,0,male,49.0,1,2,65.0
440,2,1,female,48.0,1,2,65.0
441,2,1,female,55.0,0,0,16.0
442,2,0,male,24.0,2,0,73.5
443,2,0,male,32.0,2,0,73.5
444,2,0,male,21.0,2,0,73.5
445,2,0,female,18.0,1,1,13.0
446,2,1,female,20.0,2,1,23.0
447,2,0,male,23.0,2,1,11.5
448,2,0,male,36.0,0,0,13.0
449,2,1,female,54.0,1,3,23.0
450,2,0,male,50.0,0,0,13.0
451,2,0,male,44.0,1,0,26.0
452,2,1,female,29.0,1,0,26.0
453,2,0,male,21.0,0,0,73.5
454,2,1,male,42.0,0,0,13.0
455,2,0,male,63.0,1,0,26.0
456,2,0,female,60.0,1,0,26.0
457,2,0,male,33.0,0,0,12.28
458,2,1,female,17.0,0,0,10.5
459,2,0,male,42.0,1,0,27.0
460,2,1,female,24.0,2,1,27.0
461,2,0,male,47.0,0,0,15.0
462,2,0,male,24.0,2,0,31.5
463,2,0,male,22.0,2,0,31.5
464,2,0,male,32.0,0,0,10.5
465,2,1,female,23.0,0,0,13.79
466,2,0,male,34.0,1,0,26.0
467,2,1,female,24.0,1,0,26.0
468,2,0,female,22.0,0,0,21.0
469,2,1,female,29.8811345124283,0,0,12.35
470,2,0,male,35.0,0,0,12.35
471,2,1,female,45.0,0,0,13.5
472,2,0,male,57.0,0,0,12.35
473,2,0,male,29.8811345124283,0,0,0.0
474,2,0,male,31.0,0,0,10.5
475,2,0,female,26.0,1,1,26.0
476,2,0,male,30.0,1,1,26.0
477,2,0,male,29.8811345124283,0,0,10.71
478,2,1,female,1.0,1,2,41.58
479,2,1,female,3.0,1,2,41.58
480,2,0,male,25.0,1,2,41.58
481,2,1,female,22.0,1,2,41.58
482,2,1,female,17.0,0,0,12.0
483,2,1,female,29.8811345124283,0,0,33.0
484,2,1,female,34.0,0,0,10.5
485,2,0,male,36.0,0,0,12.88
486,2,0,male,24.0,0,0,10.5
487,2,0,male,61.0,0,0,12.35
488,2,0,male,50.0,1,0,26.0
489,2,1,female,42.0,1,0,26.0
490,2,0,female,57.0,0,0,10.5
491,2,0,male,29.8811345124283,0,0,15.05
492,2,1,male,1.0,0,2,37.0
493,2,0,male,31.0,1,1,37.0
494,2,1,female,24.0,1,1,37.0
495,2,0,male,29.8811345124283,0,0,15.58
496,2,0,male,30.0,0,0,13.0
497,2,0,male,40.0,0,0,16.0
498,2,0,male,32.0,0,0,13.5
499,2,0,male,30.0,0,0,13.0
500,2,0,male,46.0,0,0,26.0
501,2,1,female,13.0,0,1,19.5
502,2,1,female,41.0,0,1,19.5
503,2,1,male,19.0,0,0,10.5
504,2,0,male,39.0,0,0,13.0
505,2,0,male,48.0,0,0,13.0
506,2,0,male,70.0,0,0,10.5
507,2,0,male,27.0,0,0,13.0
508,2,0,male,54.0,0,0,14.0
509,2,0,male,39.0,0,0,26.0
510,2,0,male,16.0,0,0,10.5
511,2,0,male,62.0,0,0,9.69
512,2,0,male,32.5,1,0,30.07
513,2,1,female,14.0,1,0,30.07
514,2,1,male,2.0,1,1,26.0
515,2,1,male,3.0,1,1,26.0
516,2,0,male,36.5,0,2,26.0
517,2,0,male,26.0,0,0,13.0
518,2,0,male,19.0,1,1,36.75
519,2,0,male,28.0,0,0,13.5
520,2,1,male,20.0,0,0,13.86
521,2,1,female,29.0,0,0,10.5
522,2,0,male,39.0,0,0,13.0
523,2,1,male,22.0,0,0,10.5
524,2,1,male,29.8811345124283,0,0,13.86
525,2,0,male,23.0,0,0,10.5
526,2,1,male,29.0,0,0,13.86
527,2,0,male,28.0,0,0,10.5
528,2,0,male,29.8811345124283,0,0,0.0
529,2,1,female,50.0,0,1,26.0
530,2,0,male,19.0,0,0,10.5
531,2,0,male,29.8811345124283,0,0,15.05
532,2,0,male,41.0,0,0,13.0
533,2,1,female,21.0,0,1,21.0
534,2,1,female,19.0,0,0,26.0
535,2,0,male,43.0,0,1,21.0
536,2,1,female,32.0,0,0,13.0
537,2,0,male,34.0,0,0,13.0
538,2,1,male,30.0,0,0,12.74
539,2,0,male,27.0,0,0,15.03
540,2,1,female,2.0,1,1,26.0
541,2,1,female,8.0,1,1,26.0
542,2,1,female,33.0,0,2,26.0
543,2,0,male,36.0,0,0,10.5
544,2,0,male,34.0,1,0,21.0
545,2,1,female,30.0,3,0,21.0
546,2,1,female,28.0,0,0,13.0
547,2,0,male,23.0,0,0,15.05
548,2,1,male,0.8333,1,1,18.75
549,2,1,male,3.0,1,1,18.75
550,2,1,female,24.0,2,3,18.75
551,2,1,female,50.0,0,0,10.5
552,2,0,male,19.0,0,0,10.5
553,2,1,female,21.0,0,0,10.5
554,2,0,male,26.0,0,0,13.0
555,2,0,male,25.0,0,0,13.0
556,2,0,male,27.0,0,0,26.0
557,2,1,female,25.0,0,1,26.0
558,2,1,female,18.0,0,2,13.0
559,2,1,female,20.0,0,0,36.75
560,2,1,female,30.0,0,0,13.0
561,2,0,male,59.0,0,0,13.5
562,2,1,female,30.0,0,0,12.35
563,2,0,male,35.0,0,0,10.5
564,2,1,female,40.0,0,0,13.0
565,2,0,male,25.0,0,0,13.0
566,2,0,male,41.0,0,0,15.05
567,2,0,male,25.0,0,0,10.5
568,2,0,male,18.5,0,0,13.0
569,2,0,male,14.0,0,0,65.0
570,2,1,female,50.0,0,0,10.5
571,2,0,male,23.0,0,0,13.0
572,2,1,female,28.0,0,0,12.65
573,2,1,female,27.0,0,0,10.5
574,2,0,male,29.0,1,0,21.0
575,2,0,female,27.0,1,0,21.0
576,2,0,male,40.0,0,0,13.0
577,2,1,female,31.0,0,0,21.0
578,2,0,male,30.0,1,0,21.0
579,2,0,male,23.0,1,0,10.5
580,2,1,female,31.0,0,0,21.0
581,2,0,male,29.8811345124283,0,0,0.0
582,2,1,female,12.0,0,0,15.75
583,2,1,female,40.0,0,0,15.75
584,2,1,female,32.5,0,0,13.0
585,2,0,male,27.0,1,0,26.0
586,2,1,female,29.0,1,0,26.0
587,2,1,male,2.0,1,1,23.0
588,2,1,female,4.0,1,1,23.0
589,2,1,female,29.0,0,2,23.0
590,2,1,female,0.9167,1,2,27.75
591,2,1,female,5.0,1,2,27.75
592,2,0,male,36.0,1,2,27.75
593,2,1,female,33.0,1,2,27.75
594,2,0,male,66.0,0,0,10.5
595,2,0,male,29.8811345124283,0,0,12.88
596,2,1,male,31.0,0,0,13.0
597,2,1,male,29.8811345124283,0,0,13.0
598,2,1,female,26.0,0,0,13.5
599,2,0,female,24.0,0,0,13.0
600,3,0,male,42.0,0,0,7.55
601,3,0,male,13.0,0,2,20.25
602,3,0,male,16.0,1,1,20.25
603,3,1,female,35.0,1,1,20.25
604,3,1,female,16.0,0,0,7.65
605,3,1,male,25.0,0,0,7.65
606,3,1,male,20.0,0,0,7.93
607,3,1,female,18.0,0,0,7.23
608,3,0,male,30.0,0,0,7.25
609,3,0,male,26.0,0,0,8.05
610,3,0,female,40.0,1,0,9.48
611,3,1,male,0.8333,0,1,9.35
612,3,1,female,18.0,0,1,9.35
613,3,1,male,26.0,0,0,18.79
614,3,0,male,26.0,0,0,7.89
615,3,0,male,20.0,0,0,7.93
616,3,0,male,24.0,0,0,7.05
617,3,0,male,25.0,0,0,7.05
618,3,0,male,35.0,0,0,8.05
619,3,0,male,18.0,0,0,8.3
620,3,0,male,32.0,0,0,22.53
621,3,1,female,19.0,1,0,7.85
622,3,0,male,4.0,4,2,31.28
623,3,0,female,6.0,4,2,31.28
624,3,0,female,2.0,4,2,31.28
625,3,1,female,17.0,4,2,7.93
626,3,0,female,38.0,4,2,7.78
627,3,0,female,9.0,4,2,31.28
628,3,0,female,11.0,4,2,31.28
629,3,0,male,39.0,1,5,31.28
630,3,1,male,27.0,0,0,7.8
631,3,0,male,26.0,0,0,7.78
632,3,0,female,39.0,1,5,31.28
633,3,0,male,20.0,0,0,7.85
634,3,0,male,26.0,0,0,7.9
635,3,0,male,25.0,1,0,17.8
636,3,0,female,18.0,1,0,17.8
637,3,0,male,24.0,0,0,7.78
638,3,0,male,35.0,0,0,7.05
639,3,0,male,5.0,4,2,31.39
640,3,0,male,9.0,4,2,31.39
641,3,1,male,3.0,4,2,31.39
642,3,0,male,13.0,4,2,31.39
643,3,1,female,5.0,4,2,31.39
644,3,0,male,40.0,1,5,31.39
645,3,1,male,23.0,0,0,7.8
646,3,1,female,38.0,1,5,31.39
647,3,1,female,45.0,0,0,7.23
648,3,0,male,21.0,0,0,7.23
649,3,0,male,23.0,0,0,7.05
650,3,0,female,17.0,0,0,14.46
651,3,0,male,30.0,0,0,7.23
652,3,0,male,23.0,0,0,7.85
653,3,1,female,13.0,0,0,7.23
654,3,0,male,20.0,0,0,7.23
655,3,0,male,32.0,1,0,15.85
656,3,1,female,33.0,3,0,15.85
657,3,1,female,0.75,2,1,19.26
658,3,1,female,0.75,2,1,19.26
659,3,1,female,5.0,2,1,19.26
660,3,1,female,24.0,0,3,19.26
661,3,1,female,18.0,0,0,8.05
662,3,0,male,40.0,0,0,7.23
663,3,0,male,26.0,0,0,7.9
664,3,1,male,20.0,0,0,7.23
665,3,0,female,18.0,0,1,14.45
666,3,0,female,45.0,0,1,14.45
667,3,0,female,27.0,0,0,7.88
668,3,0,male,22.0,0,0,8.05
669,3,0,male,19.0,0,0,8.05
670,3,0,male,26.0,0,0,7.78
671,3,0,male,22.0,0,0,9.35
672,3,0,male,29.8811345124283,0,0,7.23
673,3,0,male,20.0,0,0,4.01
674,3,1,male,32.0,0,0,56.5
675,3,0,male,21.0,0,0,7.78
676,3,0,male,18.0,0,0,7.75
677,3,0,male,26.0,0,0,7.9
678,3,0,male,6.0,1,1,15.25
679,3,0,female,9.0,1,1,15.25
680,3,0,male,29.8811345124283,0,0,7.23
681,3,0,female,29.8811345124283,0,2,15.25
682,3,0,female,29.8811345124283,0,2,7.75
683,3,0,male,40.0,1,1,15.5
684,3,0,female,32.0,1,1,15.5
