,Unnamed: 0,pclass,survived,name,gender,age,sibsp,parch,fare,embarked
58,58,1,0,"Case, Mr. Howard Brown",male,49.0,0,0,26.0,S
59,59,1,1,"Cassebeer, Mrs. Henry Arthur Jr (Eleanor Genevieve Fosdick)",female,29.8811345124283,0,0,27.72,C
60,60,1,0,"Cavendish, Mr. Tyrell William",male,36.0,1,0,78.85,S
61,61,1,1,"Cavendish, Mrs. Tyrell William (Julia Florence Siegel)",female,76.0,1,0,78.85,S
62,62,1,0,"Chaffee, Mr. Herbert Fuller",male,46.0,1,0,61.18,S
63,63,1,1,"Chaffee, Mrs. Herbert Fuller (Carrie Constance Toogood)",female,47.0,1,0,61.18,S
64,64,1,1,"Chambers, Mr. Norman Campbell",male,27.0,1,0,53.1,S
65,65,1,1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",female,33.0,1,0,53.1,S
66,66,1,1,"Chaudanson, Miss. Victorine",female,36.0,0,0,262.38,C
67,67,1,1,"Cherry, Miss. Gladys",female,30.0,0,0,86.5,S
68,68,1,1,"Chevre, Mr. Paul Romaine",male,45.0,0,0,29.7,C
69,69,1,1,"Chibnall, Mrs. (Edith Martha Bowerman)",female,29.8811345124283,0,1,55.0,S
70,70,1,0,"Chisholm, Mr. Roderick Robert Crispin",male,29.8811345124283,0,0,0.0,S
71,71,1,0,"Clark, Mr. Walter Miller",male,27.0,1,0,136.78,C
72,72,1,1,"Clark, Mrs. Walter Miller (Virginia McDowell)",female,26.0,1,0,136.78,C
73,73,1,1,"Cleaver, Miss. Alice",female,22.0,0,0,151.55,S
74,74,1,0,"Clifford, Mr. George Quincy",male,29.8811345124283,0,0,52.0,S
75,75,1,0,"Colley, Mr. Edward Pomeroy",male,47.0,0,0,25.59,S
76,76,1,1,"Compton, Miss. Sara Rebecca",female,39.0,1,1,83.16,C
77,77,1,0,"Compton, Mr. Alexander Taylor Jr",male,37.0,1,1,83.16,C
78,78,1,1,"Compton, Mrs. Alexander Taylor (Mary Eliza Ingersoll)",female,64.0,0,2,83.16,C
79,79,1,1,"Cornell, Mrs. Robert Clifford (Malvina Helen Lamson)",female,55.0,2,0,25.7,S
80,80,1,0,"Crafton, Mr. John Bertram",male,29.8811345124283,0,0,26.55,S
81,81,1,0,"Crosby, Capt. Edward Gifford",male,70.0,1,1,71.0,S
82,82,1,1,"Crosby, Miss. Harriet R",female,36.0,0,2,71.0,S
83,83,1,1,"Crosby, Mrs. Edward Gifford (Catherine Elizabeth Halstead)",female,64.0,1,1,26.55,S
84,84,1,0,"Cumings, Mr. John Bradley",male,39.0,1,0,71.28,C
85,85,1,1,"Cumings, Mrs. John Bradley (Florence Briggs Thayer)",female,38.0,1,0,71.28,C
86,86,1,1,"Daly, Mr. Peter Denis ",male,51.0,0,0,26.55,S
87,87,1,1,"Daniel, Mr. Robert Williams",male,27.0,0,0,30.5,S
88,88,1,1,"Daniels, Miss. Sarah",female,33.0,0,0,151.55,S
89,89,1,0,"Davidson, Mr. Thornton",male,31.0,1,0,52.0,S
90,90,1,1,"Davidson, Mrs. Thornton (Orian Hays)",female,27.0,1,2,52.0,S
91,91,1,1,"Dick, Mr. Albert Adrian",male,31.0,1,0,57.0,S
92,92,1,1,"Dick, Mrs. Albert Adrian (Vera Gillespie)",female,17.0,1,0,57.0,S
93,93,1,1,"Dodge, Dr. Washington",male,53.0,1,1,81.86,S
94,94,1,1,"Dodge, Master. Washington",male,4.0,0,2,81.86,S
95,95,1,1,"Dodge, Mrs. Washington (Ruth Vidaver)",female,54.0,1,1,81.86,S
96,96,1,0,"Douglas, Mr. Walter Donald",male,50.0,1,0,106.43,C
97,97,1,1,"Douglas, Mrs. Frederick Charles (Mary Helene Baxter)",female,27.0,1,1,247.52,C
98,98,1,1,"Douglas, Mrs. Walter Donald (Mahala Dutton)",female,48.0,1,0,106.43,C
99,99,1,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",female,48.0,1,0,39.6,C
100,100,1,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",male,49.0,1,0,56.93,C
101,101,1,0,"Dulles, Mr. William Crothers",male,39.0,0,0,29.7,C
102,102,1,1,"Earnshaw, Mrs. Boulton (Olive Potter)",female,23.0,0,1,83.16,C
103,103,1,1,"Endres, Miss. Caroline Louise",female,38.0,0,0,227.53,C
104,104,1,1,"Eustis, Miss. Elizabeth Mussey",female,54.0,1,0,78.27,C
105,105,1,0,"Evans, Miss. Edith Corse",female,36.0,0,0,31.68,C
106,106,1,0,"Farthing, Mr. John",male,29.8811345124283,0,0,221.78,S
107,107,1,1,"Flegenheim, Mrs. Alfred (Antoinette)",female,29.8811345124283,0,0,31.68,S
108,108,1,1,"Fleming, Miss. Margaret",female,29.8811345124283,0,0,110.88,C
109,109,1,1,"Flynn, Mr. John Irwin (""Irving"")",male,36.0,0,0,26.39,S
110,110,1,0,"Foreman, Mr. Benjamin Laventall",male,30.0,0,0,27.75,C
111,111,1,1,"Fortune, Miss. Alice Elizabeth",female,24.0,3,2,263.0,S
112,112,1,1,"Fortune, Miss. Ethel Flora",female,28.0,3,2,263.0,S
113,113,1,1,"Fortune, Miss. Mabel Helen",female,23.0,3,2,263.0,S
114,114,1,0,"Fortune, Mr. Charles Alexander",male,19.0,3,2,263.0,S
115,115,1,0,"Fortune, Mr. Mark",male,64.0,1,4,263.0,S
116,116,1,1,"Fortune, Mrs. Mark (Mary McDougald)",female,60.0,1,4,263.0,S
117,117,1,1,"Francatelli, Miss. Laura Mabel",female,30.0,0,0,56.93,C
118,118,1,0,"Franklin, Mr. Thomas Parham",male,29.8811345124283,0,0,26.55,S
119,119,1,1,"Frauenthal, Dr. Henry William",male,50.0,2,0,133.65,S
120,120,1,1,"Frauenthal, Mr. Isaac Gerald",male,43.0,1,0,27.72,C
121,121,1,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",female,29.8811345124283,1,0,133.65,S
122,122,1,1,"Frolicher, Miss. Hedwig Margaritha",female,22.0,0,2,49.5,C
123,123,1,1,"Frolicher-Stehli, Mr. Maxmillian",male,60.0,1,1,79.2,C
124,124,1,1,"Frolicher-Stehli, Mrs. Maxmillian (Margaretha Emerentia Stehli)",female,48.0,1,1,79.2,C
125,125,1,0,"Fry, Mr. Richard",male,29.8811345124283,0,0,0.0,S
126,126,1,0,"Futrelle, Mr. Jacques Heath",male,37.0,1,0,53.1,S
127,127,1,1,"Futrelle, Mrs. Jacques Heath (Lily May Peel)",female,35.0,1,0,53.1,S
128,128,1,0,"Gee, Mr. Arthur H",male,47.0,0,0,38.5,S
129,129,1,1,"Geiger, Miss. Amalie",female,35.0,0,0,211.5,C
130,130,1,1,"Gibson, Miss. Dorothy Winifred",female,22.0,0,1,59.4,C
131,131,1,1,"Gibson, Mrs. Leonard (Pauline C Boeson)",female,45.0,0,1,59.4,C
132,132,1,0,"Giglio, Mr. Victor",male,24.0,0,0,79.2,C
133,133,1,1,"Goldenberg, Mr. Samuel L",male,49.0,1,0,89.1,C
134,134,1,1,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",female,29.8811345124283,1,0,89.1,C
135,135,1,0,"Goldschmidt, Mr. George B",male,71.0,0,0,34.65,C
136,136,1,1,"Gracie, Col. Archibald IV",male,53.0,0,0,28.5,C
137,137,1,1,"Graham, Miss. Margaret Edith",female,19.0,0,0,30.0,S
138,138,1,0,"Graham, Mr. George Edward",male,38.0,0,1,153.46,S
139,139,1,1,"Graham, Mrs. William Thompson (Edith Junkins)",female,58.0,0,1,153.46,S
140,140,1,1,"Greenfield, Mr. William Bertram",male,23.0,0,1,63.36,C
141,141,1,1,"Greenfield, Mrs. Leo David (Blanche Strouse)",female,45.0,0,1,63.36,C
142,142,1,0,"Guggenheim, Mr. Benjamin",male,46.0,0,0,79.2,C
143,143,1,1,"Harder, Mr. George Achilles",male,25.0,1,0,55.44,C
144,144,1,1,"Harder, Mrs. George Achilles (Dorothy Annan)",female,25.0,1,0,55.44,C
145,145,1,1,"Harper, Mr. Henry Sleeper",male,48.0,1,0,76.73,C
146,146,1,1,"Harper, Mrs. Henry Sleeper (Myna Haxtun)",female,49.0,1,0,76.73,C
147,147,1,0,"Harrington, Mr. Charles H",male,29.8811345124283,0,0,42.4,S
148,148,1,0,"Harris, Mr. Henry Birkhardt",male,45.0,1,0,83.48,S
149,149,1,1,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",female,35.0,1,0,83.48,S
150,150,1,0,"Harrison, Mr. William",male,40.0,0,0,0.0,S
151,151,1,1,"Hassab, Mr. Hammad",male,27.0,0,0,76.73,C
152,152,1,1,"Hawksford, Mr. Walter James",male,29.8811345124283,0,0,30.0,S
153,153,1,1,"Hays, Miss. Margaret Bechstein",female,24.0,0,0,83.16,C
154,154,1,0,"Hays, Mr. Charles Melville",male,55.0,1,1,93.5,S
155,155,1,1,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",female,52.0,1,1,93.5,S
156,156,1,0,"Head, Mr. Christopher",male,42.0,0,0,42.5,S
157,157,1,0,"Hilliard, Mr. Herbert Henry",male,29.8811345124283,0,0,51.86,S
158,158,1,0,"Hipkins, Mr. William Edward",male,55.0,0,0,50.0,S
159,159,1,1,"Hippach, Miss. Jean Gertrude",female,16.0,0,1,57.98,C
160,160,1,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",female,44.0,0,1,57.98,C
161,161,1,1,"Hogeboom, Mrs. John C (Anna Andrews)",female,51.0,1,0,77.96,S
162,162,1,0,"Holverson, Mr. Alexander Oskar",male,42.0,1,0,52.0,S
163,163,1,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",female,35.0,1,0,52.0,S
164,164,1,1,"Homer, Mr. Harry (""Mr E Haven"")",male,35.0,0,0,26.55,C
165,165,1,1,"Hoyt, Mr. Frederick Maxfield",male,38.0,1,0,90.0,S
166,166,1,0,"Hoyt, Mr. William Fisher",male,29.8811345124283,0,0,30.7,C
167,167,1,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",female,35.0,1,0,90.0,S
169,169,1,0,"Isham, Miss. Ann Elizabeth",female,50.0,0,0,28.71,C
170,170,1,1,"Ismay, Mr. Joseph Bruce",male,49.0,0,0,0.0,S
171,171,1,0,"Jones, Mr. Charles Cresson",male,46.0,0,0,26.0,S
172,172,1,0,"Julian, Mr. Henry Forbes",male,50.0,0,0,26.0,S
173,173,1,0,"Keeping, Mr. Edwin",male,32.5,0,0,211.5,C
174,174,1,0,"Kent, Mr. Edward Austin",male,58.0,0,0,29.7,C
175,175,1,0,"Kenyon, Mr. Frederick R",male,41.0,1,0,51.86,S
176,176,1,1,"Kenyon, Mrs. Frederick R (Marion)",female,29.8811345124283,1,0,51.86,S
177,177,1,1,"Kimball, Mr. Edwin Nelson Jr",male,42.0,1,0,52.55,S
178,178,1,1,"Kimball, Mrs. Edwin Nelson Jr (Gertrude Parsons)",female,45.0,1,0,52.55,S
179,179,1,0,"Klaber, Mr. Herman",male,29.8811345124283,0,0,26.55,S
180,180,1,1,"Kreuchen, Miss. Emilie",female,39.0,0,0,211.34,S
181,181,1,1,"Leader, Dr. Alice (Farnham)",female,49.0,0,0,25.93,S
182,182,1,1,"LeRoy, Miss. Bertha",female,30.0,0,0,106.43,C
183,183,1,1,"Lesurer, Mr. Gustave J",male,35.0,0,0,512.33,C
184,184,1,0,"Lewy, Mr. Ervin G",male,29.8811345124283,0,0,27.72,C
185,185,1,0,"Lindeberg-Lind, Mr. Erik Gustaf (""Mr Edward Lingrey"")",male,42.0,0,0,26.55,S
186,186,1,1,"Lindstrom, Mrs. Carl Johan (Sigrid Posse)",female,55.0,0,0,27.72,C
187,187,1,1,"Lines, Miss. Mary Conover",female,16.0,0,1,39.4,S
188,188,1,1,"Lines, Mrs. Ernest H (Elizabeth Lindsey James)",female,51.0,0,1,39.4,S
189,189,1,0,"Long, Mr. Milton Clyde",male,29.0,0,0,30.0,S
190,190,1,1,"Longley, Miss. Gretchen Fiske",female,21.0,0,0,77.96,S
191,191,1,0,"Loring, Mr. Joseph Holland",male,30.0,0,0,45.5,S
192,192,1,1,"Lurette, Miss. Elise",female,58.0,0,0,146.52,C
193,193,1,1,"Madill, Miss. Georgette Alexandra",female,15.0,0,1,211.34,S
194,194,1,0,"Maguire, Mr. John Edward",male,30.0,0,0,26.0,S
195,195,1,1,"Maioni, Miss. Roberta",female,16.0,0,0,86.5,S
196,196,1,1,"Marechal, Mr. Pierre",male,29.8811345124283,0,0,29.7,C
197,197,1,0,"Marvin, Mr. Daniel Warner",male,19.0,1,0,53.1,S
198,198,1,1,"Marvin, Mrs. Daniel Warner (Mary Graham Carmichael Farquarson)",female,18.0,1,0,53.1,S
199,199,1,1,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",female,24.0,0,0,49.5,C
200,200,1,0,"McCaffry, Mr. Thomas Francis",male,46.0,0,0,75.24,C
201,201,1,0,"McCarthy, Mr. Timothy J",male,54.0,0,0,51.86,S
202,202,1,1,"McGough, Mr. James Robert",male,36.0,0,0,26.29,S
203,203,1,0,"Meyer, Mr. Edgar Joseph",male,28.0,1,0,82.17,C
204,204,1,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)",female,29.8811345124283,1,0,82.17,C
205,205,1,0,"Millet, Mr. Francis Davis",male,65.0,0,0,26.55,S
206,206,1,0,"Minahan, Dr. William Edward",male,44.0,2,0,90.0,Q
207,207,1,1,"Minahan, Miss. Daisy E",female,33.0,1,0,90.0,Q
208,208,1,1,"Minahan, Mrs. William Edward (Lillian E Thorpe)",female,37.0,1,0,90.0,Q
209,209,1,1,"Mock, Mr. Philipp Edmund",male,30.0,1,0,57.75,C
210,210,1,0,"Molson, Mr. Harry Markland",male,55.0,0,0,30.5,S
211,211,1,0,"Moore, Mr. Clarence Bloomfield",male,47.0,0,0,42.4,S
212,212,1,0,"Natsch, Mr. Charles H",male,37.0,0,1,29.7,C
213,213,1,1,"Newell, Miss. Madeleine",female,31.0,1,0,113.28,C
214,214,1,1,"Newell, Miss. Marjorie",female,23.0,1,0,113.28,C
215,215,1,0,"Newell, Mr. Arthur Webster",male,58.0,0,2,113.28,C
216,216,1,1,"Newsom, Miss. Helen Monypeny",female,19.0,0,2,26.28,S
217,217,1,0,"Nicholson, Mr. Arthur Ernest",male,64.0,0,0,26.0,S
218,218,1,1,"Oliva y Ocana, Dona. Fermina",female,39.0,0,0,108.9,C
219,219,1,1,"Omont, Mr. Alfred Fernand",male,29.8811345124283,0,0,25.74,C
220,220,1,1,"Ostby, Miss. Helene Ragnhild",female,22.0,0,1,61.98,C
221,221,1,0,"Ostby, Mr. Engelhart Cornelius",male,65.0,0,1,61.98,C
222,222,1,0,"Ovies y Rodriguez, Mr. Servando",male,28.5,0,0,27.72,C
223,223,1,0,"Parr, Mr. William Henry Marsh",male,29.8811345124283,0,0,0.0,S
224,224,1,0,"Partner, Mr. Austen",male,45.5,0,0,28.5,S
225,225,1,0,"Payne, Mr. Vivian Ponsonby",male,23.0,0,0,93.5,S
226,226,1,0,"Pears, Mr. Thomas Clinton",male,29.0,1,0,66.6,S
227,227,1,1,"Pears, Mrs. Thomas (Edith Wearne)",female,22.0,1,0,66.6,S
228,228,1,0,"Penasco y Castellana, Mr. Victor de Satode",male,18.0,1,0,108.9,C
229,229,1,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",female,17.0,1,0,108.9,C
230,230,1,1,"Perreault, Miss. Anne",female,30.0,0,0,93.5,S
231,231,1,1,"Peuchen, Major. Arthur Godfrey",male,52.0,0,0,30.5,S
232,232,1,0,"Porter, Mr. Walter Chamberlain",male,47.0,0,0,52.0,S
233,233,1,1,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",female,56.0,0,1,83.16,C
234,234,1,0,"Reuchlin, Jonkheer. John George",male,38.0,0,0,0.0,S
235,235,1,1,"Rheims, Mr. George Alexander Lucien",male,29.8811345124283,0,0,39.6,S
236,236,1,0,"Ringhini, Mr. Sante",male,22.0,0,0,135.63,C
237,237,1,0,"Robbins, Mr. Victor",male,29.8811345124283,0,0,227.53,C
238,238,1,1,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",female,43.0,0,1,211.34,S
239,239,1,0,"Roebling, Mr. Washington Augustus II",male,31.0,0,0,50.5,S
240,240,1,1,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",male,45.0,0,0,26.55,S
241,241,1,0,"Rood, Mr. Hugh Roscoe",male,29.8811345124283,0,0,50.0,S
242,242,1,1,"Rosenbaum, Miss. Edith Louise",female,33.0,0,0,27.72,C
243,243,1,0,"Rosenshine, Mr. George (""Mr George Thorne"")",male,46.0,0,0,79.2,C
244,244,1,0,"Ross, Mr. John Hugo",male,36.0,0,0,40.13,C
245,245,1,1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",female,33.0,0,0,86.5,S
246,246,1,0,"Rothschild, Mr. Martin",male,55.0,1,0,59.4,C
247,247,1,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",female,54.0,1,0,59.4,C
248,248,1,0,"Rowe, Mr. Alfred G",male,33.0,0,0,26.55,S
249,249,1,1,"Ryerson, Master. John Borie",male,13.0,2,2,262.38,C
250,250,1,1,"Ryerson, Miss. Emily Borie",female,18.0,2,2,262.38,C
251,251,1,1,"Ryerson, Miss. Susan Parker ""Suzette""",female,21.0,2,2,262.38,C
252,252,1,0,"Ryerson, Mr. Arthur Larned",male,61.0,1,3,262.38,C
253,253,1,1,"Ryerson, Mrs. Arthur Larned (Emily Maria Borie)",female,48.0,1,3,262.38,C
254,254,1,1,"Saalfeld, Mr. Adolphe",male,29.8811345124283,0,0,30.5,S
255,255,1,1,"Sagesser, Mlle. Emma",female,24.0,0,0,69.3,C
256,256,1,1,"Salomon, Mr. Abraham L",male,29.8811345124283,0,0,26.0,S
257,257,1,1,"Schabert, Mrs. Paul (Emma Mock)",female,35.0,1,0,57.75,C
258,258,1,1,"Serepeca, Miss. Augusta",female,30.0,0,0,31.0,C
259,259,1,1,"Seward, Mr. Frederic Kimber",male,34.0,0,0,26.55,S
260,260,1,1,"Shutes, Miss. Elizabeth W",female,40.0,0,0,153.46,S
261,261,1,1,"Silverthorne, Mr. Spencer Victor",male,35.0,0,0,26.29,S
262,262,1,0,"Silvey, Mr. William Baird",male,50.0,1,0,55.9,S
263,263,1,1,"Silvey, Mrs. William Baird (Alice Munger)",female,39.0,1,0,55.9,S
264,264,1,1,"Simonius-Blumer, Col. Oberst Alfons",male,56.0,0,0,35.5,C
265,265,1,1,"Sloper, Mr. William Thompson",male,28.0,0,0,35.5,S
266,266,1,0,"Smart, Mr. John Montgomery",male,56.0,0,0,26.55,S
267,267,1,0,"Smith, Mr. James Clinch",male,56.0,0,0,30.7,C
268,268,1,0,"Smith, Mr. Lucien Philip",male,24.0,1,0,60.0,S
269,269,1,0,"Smith, Mr. Richard William",male,29.8811345124283,0,0,26.0,S
270,270,1,1,"Smith, Mrs. Lucien Philip (Mary Eloise Hughes)",female,18.0,1,0,60.0,S
271,271,1,1,"Snyder, Mr. John Pillsbury",male,24.0,1,0,82.27,S
272,272,1,1,"Snyder, Mrs. John Pillsbury (Nelle Stevenson)",female,23.0,1,0,82.27,S
273,273,1,1,"Spedden, Master. Robert Douglas",male,6.0,0,2,134.5,C
274,274,1,1,"Spedden, Mr. Frederic Oakley",male,45.0,1,1,134.5,C
275,275,1,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",female,40.0,1,1,134.5,C
276,276,1,0,"Spencer, Mr. William Augustus",male,57.0,1,0,146.52,C
277,277,1,1,"Spencer, Mrs. William Augustus (Marie Eugenie)",female,29.8811345124283,1,0,146.52,C
278,278,1,1,"Stahelin-Maeglin, Dr. Max",male,32.0,0,0,30.5,C
279,279,1,0,"Stead, Mr. William Thomas",male,62.0,0,0,26.55,S
280,280,1,1,"Stengel, Mr. Charles Emil Henry",male,54.0,1,0,55.44,C
281,281,1,1,"Stengel, Mrs. Charles Emil Henry (Annie May Morris)",female,43.0,1,0,55.44,C
282,282,1,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",female,52.0,1,0,78.27,C
283,283,1,0,"Stewart, Mr. Albert A",male,29.8811345124283,0,0,27.72,C
285,285,1,0,"Straus, Mr. Isidor",male,67.0,1,0,221.78,S
286,286,1,0,"Straus, Mrs. Isidor (Rosalie Ida Blun)",female,63.0,1,0,221.78,S
287,287,1,0,"Sutton, Mr. Frederick",male,61.0,0,0,32.32,S
288,288,1,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",female,48.0,0,0,25.93,S
289,289,1,1,"Taussig, Miss. Ruth",female,18.0,0,2,79.65,S
290,290,1,0,"Taussig, Mr. Emil",male,52.0,1,1,79.65,S
291,291,1,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",female,39.0,1,1,79.65,S
292,292,1,1,"Taylor, Mr. Elmer Zebley",male,48.0,1,0,52.0,S
293,293,1,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",female,29.8811345124283,1,0,52.0,S
294,294,1,0,"Thayer, Mr. John Borland",male,49.0,1,1,110.88,C
295,295,1,1,"Thayer, Mr. John Borland Jr",male,17.0,0,2,110.88,C
296,296,1,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",female,39.0,1,1,110.88,C
297,297,1,1,"Thorne, Mrs. Gertrude Maybelle",female,29.8811345124283,0,0,79.2,C
298,298,1,1,"Tucker, Mr. Gilbert Milligan Jr",male,31.0,0,0,28.54,C
299,299,1,0,"Uruchurtu, Don. Manuel E",male,40.0,0,0,27.72,C
300,300,1,0,"Van der hoef, Mr. Wyckoff",male,61.0,0,0,33.5,S
301,301,1,0,"Walker, Mr. William Anderson",male,47.0,0,0,34.02,S
302,302,1,1,"Ward, Miss. Anna",female,35.0,0,0,512.33,C
303,303,1,0,"Warren, Mr. Frank Manley",male,64.0,1,0,75.25,C
304,304,1,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",female,60.0,1,0,75.25,C
305,305,1,0,"Weir, Col. John",male,60.0,0,0,26.55,S
306,306,1,0,"White, Mr. Percival Wayland",male,54.0,0,1,77.29,S
307,307,1,0,"White, Mr. Richard Frasar",male,21.0,0,1,77.29,S
308,308,1,1,"White, Mrs. John Stuart (Ella Holmes)",female,55.0,0,0,135.63,C
309,309,1,1,"Wick, Miss. Mary Natalie",female,31.0,0,2,164.87,S
310,310,1,0,"Wick, Mr. George Dennick",male,57.0,1,1,164.87,S
